LIST_LEN,N_DIGITS,D_MODEL,N_HEAD,N_LAYERS,USE_LN,USE_BIAS,FREEZE_WV,FREEZE_WO,WEIGHT_DECAY,run_idx,val_acc,steps_trained,train_time_sec,params_total,params_trainable,val_examples,batch_size,device
2,100,128,1,14,False,False,True,True,0.01,1,0.605224609375,50000,295.5121672153473,951526,485504,8192,1024,cuda
2,100,128,1,14,False,False,True,True,0.01,2,0.52923583984375,50000,296.00271439552307,951526,485504,8192,1024,cuda
2,100,128,1,15,False,False,True,True,0.01,0,0.501220703125,50000,314.11563754081726,1017574,518272,8192,1024,cuda
2,100,128,1,15,False,False,True,True,0.01,1,0.523193359375,50000,314.36123180389404,1017574,518272,8192,1024,cuda
2,100,128,1,15,False,False,True,True,0.01,2,0.4859619140625,50000,314.3311417102814,1017574,518272,8192,1024,cuda
2,100,128,1,16,False,False,True,True,0.01,0,0.5020751953125,50000,330.83411502838135,1083622,551040,8192,1024,cuda
2,100,128,1,16,False,False,True,True,0.01,1,0.3624267578125,50000,332.4958972930908,1083622,551040,8192,1024,cuda
2,100,128,1,16,False,False,True,True,0.01,2,0.50067138671875,50000,332.6630344390869,1083622,551040,8192,1024,cuda
2,100,128,1,17,False,False,True,True,0.01,0,0.45782470703125,50000,350.1209659576416,1149670,583808,8192,1024,cuda
2,100,128,1,17,False,False,True,True,0.01,1,0.4005126953125,50000,350.70976400375366,1149670,583808,8192,1024,cuda
2,100,128,1,17,False,False,True,True,0.01,2,0.49346923828125,50000,350.3359363079071,1149670,583808,8192,1024,cuda
2,100,128,1,18,False,False,True,True,0.01,0,0.2247314453125,50000,369.0228853225708,1215718,616576,8192,1024,cuda
2,100,128,1,18,False,False,True,True,0.01,1,0.23211669921875,50000,369.2095260620117,1215718,616576,8192,1024,cuda
2,100,128,1,18,False,False,True,True,0.01,2,0.26080322265625,50000,368.9540739059448,1215718,616576,8192,1024,cuda
2,100,128,1,19,False,False,True,True,0.01,0,0.23291015625,50000,386.8872582912445,1281766,649344,8192,1024,cuda
2,100,128,1,19,False,False,True,True,0.01,1,0.4755859375,50000,387.1920006275177,1281766,649344,8192,1024,cuda
2,100,128,1,19,False,False,True,True,0.01,2,0.5050048828125,50000,386.0530767440796,1281766,649344,8192,1024,cuda
3,100,128,1,1,False,False,True,True,0.01,0,0.010579427083333334,50000,74.01806044578552,93158,59776,8192,1024,cuda
3,100,128,1,1,False,False,True,True,0.01,1,0.0098876953125,50000,74.88770484924316,93158,59776,8192,1024,cuda
3,100,128,1,1,False,False,True,True,0.01,2,0.009073893229166666,50000,75.12160921096802,93158,59776,8192,1024,cuda
3,100,128,1,2,False,False,True,True,0.01,0,0.92578125,50000,94.59506916999817,159206,92544,8192,1024,cuda
3,100,128,1,2,False,False,True,True,0.01,1,0.9111735026041666,50000,94.72305703163147,159206,92544,8192,1024,cuda
3,100,128,1,2,False,False,True,True,0.01,2,0.9299723307291666,50000,95.2449598312378,159206,92544,8192,1024,cuda
3,100,128,1,3,False,False,True,True,0.01,0,0.9712727864583334,50000,115.3476927280426,225254,125312,8192,1024,cuda
3,100,128,1,3,False,False,True,True,0.01,1,0.9246012369791666,50000,115.68797588348389,225254,125312,8192,1024,cuda
3,100,128,1,3,False,False,True,True,0.01,2,0.671142578125,50000,118.98104333877563,225254,125312,8192,1024,cuda
3,100,128,1,4,False,False,True,True,0.01,0,0.9928792317708334,2500,6.8823182582855225,291302,158080,8192,1024,cuda
3,100,128,1,4,False,False,True,True,0.01,1,0.992919921875,2500,6.876239061355591,291302,158080,8192,1024,cuda
3,100,128,1,4,False,False,True,True,0.01,2,0.9940999348958334,2500,6.874250411987305,291302,158080,8192,1024,cuda
3,100,128,1,5,False,False,True,True,0.01,0,0.9962565104166666,2500,7.795895576477051,357350,190848,8192,1024,cuda
3,100,128,1,5,False,False,True,True,0.01,1,0.9923502604166666,2500,7.778488397598267,357350,190848,8192,1024,cuda
3,100,128,1,5,False,False,True,True,0.01,2,0.9952799479166666,2500,7.767850399017334,357350,190848,8192,1024,cuda
3,100,128,1,6,False,False,True,True,0.01,0,0.9940185546875,2500,8.68397068977356,423398,223616,8192,1024,cuda
3,100,128,1,6,False,False,True,True,0.01,1,0.993896484375,2500,8.681949138641357,423398,223616,8192,1024,cuda
3,100,128,1,6,False,False,True,True,0.01,2,0.9934895833333334,2500,8.689869403839111,423398,223616,8192,1024,cuda
3,100,128,1,7,False,False,True,True,0.01,0,0.9949951171875,2500,9.575500249862671,489446,256384,8192,1024,cuda
3,100,128,1,7,False,False,True,True,0.01,1,0.9949137369791666,2500,9.566196203231812,489446,256384,8192,1024,cuda
3,100,128,1,7,False,False,True,True,0.01,2,0.9945882161458334,2500,9.40275263786316,489446,256384,8192,1024,cuda
3,100,128,1,8,False,False,True,True,0.01,0,0.98193359375,50000,208.36865735054016,555494,289152,8192,1024,cuda
3,100,128,1,8,False,False,True,True,0.01,1,0.9781494140625,50000,208.376886844635,555494,289152,8192,1024,cuda
3,100,128,1,8,False,False,True,True,0.01,2,0.9731038411458334,50000,209.88767886161804,555494,289152,8192,1024,cuda
3,100,128,1,9,False,False,True,True,0.01,0,0.9486083984375,50000,226.99495220184326,621542,321920,8192,1024,cuda
3,100,128,1,9,False,False,True,True,0.01,1,0.90234375,50000,226.9889795780182,621542,321920,8192,1024,cuda
3,100,128,1,9,False,False,True,True,0.01,2,0.9606119791666666,50000,227.21329641342163,621542,321920,8192,1024,cuda
3,100,128,1,10,False,False,True,True,0.01,0,0.9361165364583334,50000,244.59510374069214,687590,354688,8192,1024,cuda
3,100,128,1,10,False,False,True,True,0.01,1,0.8233642578125,50000,244.5432891845703,687590,354688,8192,1024,cuda
3,100,128,1,10,False,False,True,True,0.01,2,0.9495849609375,50000,244.14403247833252,687590,354688,8192,1024,cuda
3,100,128,1,11,False,False,True,True,0.01,0,0.9273274739583334,50000,262.4540181159973,753638,387456,8192,1024,cuda
